Instruction,Output,text
What is the average rating of the product?,The product has an average rating of 3.2.,Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: What is the average rating of the product? ### Response: The product has an average rating of 3.2.
What is the discount offered on this product?,This product is available at a discounted price of 28% off the actual price.,Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: What is the discount offered on this product? ### Response: This product is available at a discounted price of 28% off the actual price.
What is the sub-category of the product?,"The product falls under the ""Innerwear and Swimwear"" sub-category.","Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: What is the sub-category of the product? ### Response: The product falls under the ""Innerwear and Swimwear"" sub-category."
Who is the seller of the product?,"The product is sold by the seller ""ZIYAA.""","Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: Who is the seller of the product? ### Response: The product is sold by the seller ""ZIYAA."""
What is the actual price of the product?,The actual price of the product is ₹849.,Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: What is the actual price of the product? ### Response: The actual price of the product is ₹849.
Provide the style code of the product.,"The style code of the product is ""EIBXCO066.""","Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: Provide the style code of the product. ### Response: The style code of the product is ""EIBXCO066."""
,,Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: nan ### Response: nan
"Describe the ""K M R Men Vest (Pack of 5).""","The K M R Men Vest (Pack of 5) is a versatile and comfortable set of vests designed for men. This pack includes five sleeveless vests in a solid pattern, making them suitable for various occasions. The vests are made from high-quality fabric, ensuring a comfortable and breathable experience. With a discounted price of 60% off the actual price, this pack offers great value for money. The vests come with the style code ""LS-5 COMBO"" and are categorized under the ""Innerwear and Swimwear"" sub-category. They are sold by the seller ""K M R GARMENTS"" and are proudly made in India. For more information, you can visit the product link. 8157fcd6-4125-58d8-9c94-a072b5530482","Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: Describe the ""K M R Men Vest (Pack of 5)."" ### Response: The K M R Men Vest (Pack of 5) is a versatile and comfortable set of vests designed for men. This pack includes five sleeveless vests in a solid pattern, making them suitable for various occasions. The vests are made from high-quality fabric, ensuring a comfortable and breathable experience. With a discounted price of 60% off the actual price, this pack offers great value for money. The vests come with the style code ""LS-5 COMBO"" and are categorized under the ""Innerwear and Swimwear"" sub-category. They are sold by the seller ""K M R GARMENTS"" and are proudly made in India. For more information, you can visit the product link. 8157fcd6-4125-58d8-9c94-a072b5530482"
What is the brand of the vests?,"The vests are from the brand ""K M R.""","Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: What is the brand of the vests? ### Response: The vests are from the brand ""K M R."""
How many vests are included in the pack?,The pack includes five vests.,Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: How many vests are included in the pack? ### Response: The pack includes five vests.
What is the pattern of the vests?,The vests feature a solid pattern.,Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: What is the pattern of the vests? ### Response: The vests feature a solid pattern.
Describe the fabric used in the vests.,The vests are made from high-quality fabric that offers comfort and breathability.,Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: Describe the fabric used in the vests. ### Response: The vests are made from high-quality fabric that offers comfort and breathability.
What is the sub-category of the product?,"The product falls under the ""Innerwear and Swimwear"" sub-category.","Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: What is the sub-category of the product? ### Response: The product falls under the ""Innerwear and Swimwear"" sub-category."
What is the country of origin for the vests?,The vests are proudly made in India.,Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: What is the country of origin for the vests? ### Response: The vests are proudly made in India.
What is the average rating of the product?,The product has an average rating of 3.8.,Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: What is the average rating of the product? ### Response: The product has an average rating of 3.8.
What is the discount offered on this product?,This product is available at a discounted price of 60% off the actual price.,Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: What is the discount offered on this product? ### Response: This product is available at a discounted price of 60% off the actual price.
What is the selling price of the product?,The selling price of the product is ₹439.,Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: What is the selling price of the product? ### Response: The selling price of the product is ₹439.
Provide the style code of the product.,"The style code of the product is ""LS-5 COMBO.""","Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: Provide the style code of the product. ### Response: The style code of the product is ""LS-5 COMBO."""
Is this product currently in stock?,"Yes, the product is currently in stock.","Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: Is this product currently in stock? ### Response: Yes, the product is currently in stock."
"Describe the ""Men Self Design Ankle Length (Pack of 4)"" socks by ANGI.","The Men Self Design Ankle Length (Pack of 4) socks by ANGI are a comfortable and stylish choice for men who value both fashion and comfort. These socks are designed to provide utmost comfort during your daily activities. The heavy cushion embedded in these socks ensures that your feet stay relaxed and comfortable all day long. Crafted using advanced knitting technology, these socks are made from 80% combed cotton, making them soft and breathable. Their thickness and ability to absorb sweat make them ideal for sports, athletic, and casual activities. The self-design pattern adds a touch of style to your outfit. The pack includes four pairs of socks in Beige, Grey, Blue, and Black colors. These ankle-length socks feature an inbuilt mesh ventilation layer for improved air flow and breathability. They belong to the ""Sport terry cotton socks"" series and are categorized under the ""Clothing Accessories"" sub-category. The socks are sold by the seller ""SH ENTERPRISE"" and are proudly made in India. For more details, you can visit the product link. ec6ff32a-955a-5e9e-898b-fb0b6b9c6927","Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: Describe the ""Men Self Design Ankle Length (Pack of 4)"" socks by ANGI. ### Response: The Men Self Design Ankle Length (Pack of 4) socks by ANGI are a comfortable and stylish choice for men who value both fashion and comfort. These socks are designed to provide utmost comfort during your daily activities. The heavy cushion embedded in these socks ensures that your feet stay relaxed and comfortable all day long. Crafted using advanced knitting technology, these socks are made from 80% combed cotton, making them soft and breathable. Their thickness and ability to absorb sweat make them ideal for sports, athletic, and casual activities. The self-design pattern adds a touch of style to your outfit. The pack includes four pairs of socks in Beige, Grey, Blue, and Black colors. These ankle-length socks feature an inbuilt mesh ventilation layer for improved air flow and breathability. They belong to the ""Sport terry cotton socks"" series and are categorized under the ""Clothing Accessories"" sub-category. The socks are sold by the seller ""SH ENTERPRISE"" and are proudly made in India. For more details, you can visit the product link. ec6ff32a-955a-5e9e-898b-fb0b6b9c6927"
What is the brand of the socks?,"The socks are from the brand ""ANGI.""","Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: What is the brand of the socks? ### Response: The socks are from the brand ""ANGI."""
How many pairs of socks are included in the pack?,The pack includes four pairs of socks.,Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: How many pairs of socks are included in the pack? ### Response: The pack includes four pairs of socks.
Describe the fabric used in the socks.,"The socks are made from 80% combed cotton, ensuring softness and breathability.","Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: Describe the fabric used in the socks. ### Response: The socks are made from 80% combed cotton, ensuring softness and breathability."
Are these socks suitable for sports activities?,"Yes, these socks are suitable for sports, athletic, and casual activities.","Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: Are these socks suitable for sports activities? ### Response: Yes, these socks are suitable for sports, athletic, and casual activities."
What is the discount offered on this product?,This product is available at a discounted price of 29% off the actual price.,Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: What is the discount offered on this product? ### Response: This product is available at a discounted price of 29% off the actual price.
What is the selling price of the product?,The selling price of the product is ₹280.,Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: What is the selling price of the product? ### Response: The selling price of the product is ₹280.
What is the pattern of the socks?,The socks feature a self-design pattern.,Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: What is the pattern of the socks? ### Response: The socks feature a self-design pattern.
What is the sub-category of the product?,"The product falls under the ""Clothing Accessories"" sub-category.","Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: What is the sub-category of the product? ### Response: The product falls under the ""Clothing Accessories"" sub-category."
Provide the style code of the product.,"The style code of the product is ""Socks 4-AB.""","Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: Provide the style code of the product. ### Response: The style code of the product is ""Socks 4-AB."""
What is the average rating of the product?,The product has an average rating of 4.2.,Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: What is the average rating of the product? ### Response: The product has an average rating of 4.2.
What is the series to which these socks belong?,"These socks belong to the ""Sport terry cotton socks"" series.","Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: What is the series to which these socks belong? ### Response: These socks belong to the ""Sport terry cotton socks"" series."
What is the country of origin for the socks?,The socks are proudly made in India.,Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: What is the country of origin for the socks? ### Response: The socks are proudly made in India.
"Describe the ""Men Striped Ankle Length (Pack of 3)"" socks by Fresh Feet.","The Men Striped Ankle Length (Pack of 3) socks by Fresh Feet are designed to offer superior comfort and style for everyday usage. These socks are a perfect blend of organically grown cotton and modern design, incorporating cutting-edge technology. They are crafted with the highest quality standards in mind, making them suitable for European markets. Each pair of socks is knitted using top-class materials, ensuring durability and the ability to withstand daily wear and tear, all while providing maximum comfort. The socks come in a pack of three, offering excellent value for money to our loyal customers. They feature a striped pattern in black color, adding a touch of elegance to your attire. These ankle-length socks are made from a comfortable cotton blend fabric. The socks belong to the ""Clothing Accessories"" sub-category and are sold by the seller ""RAVR India."" They are made in India and can be found in packs of three pairs. For more information, you can visit the product link. f5f2e0db-4535-54af-86c9-274f9c331be3","Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: Describe the ""Men Striped Ankle Length (Pack of 3)"" socks by Fresh Feet. ### Response: The Men Striped Ankle Length (Pack of 3) socks by Fresh Feet are designed to offer superior comfort and style for everyday usage. These socks are a perfect blend of organically grown cotton and modern design, incorporating cutting-edge technology. They are crafted with the highest quality standards in mind, making them suitable for European markets. Each pair of socks is knitted using top-class materials, ensuring durability and the ability to withstand daily wear and tear, all while providing maximum comfort. The socks come in a pack of three, offering excellent value for money to our loyal customers. They feature a striped pattern in black color, adding a touch of elegance to your attire. These ankle-length socks are made from a comfortable cotton blend fabric. The socks belong to the ""Clothing Accessories"" sub-category and are sold by the seller ""RAVR India."" They are made in India and can be found in packs of three pairs. For more information, you can visit the product link. f5f2e0db-4535-54af-86c9-274f9c331be3"
What is the brand of the socks?,"The socks are from the brand ""Fresh Fe.""","Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: What is the brand of the socks? ### Response: The socks are from the brand ""Fresh Fe."""
How many pairs of socks are included in the pack?,The pack includes three pairs of socks.,Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: How many pairs of socks are included in the pack? ### Response: The pack includes three pairs of socks.
Describe the fabric used in the socks.,The socks are made from a comfortable cotton blend fabric.,Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: Describe the fabric used in the socks. ### Response: The socks are made from a comfortable cotton blend fabric.
Are these socks suitable for everyday usage?,"Yes, these socks are designed to provide superior comfort for everyday usage.","Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: Are these socks suitable for everyday usage? ### Response: Yes, these socks are designed to provide superior comfort for everyday usage."
What is the discount offered on this product?,This product is available at a discounted price of 40% off the actual price.,Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: What is the discount offered on this product? ### Response: This product is available at a discounted price of 40% off the actual price.
What is the selling price of the product?,The selling price of the product is ₹299.,Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: What is the selling price of the product? ### Response: The selling price of the product is ₹299.
What is the pattern of the socks?,The socks feature a stylish striped pattern.,Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: What is the pattern of the socks? ### Response: The socks feature a stylish striped pattern.
What is the sub-category of the product?,"The product falls under the ""Clothing Accessories"" sub-category.","Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: What is the sub-category of the product? ### Response: The product falls under the ""Clothing Accessories"" sub-category."
Provide the style code of the product.,"The style code of the product is ""Athletic Socks for Men.""","Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: Provide the style code of the product. ### Response: The style code of the product is ""Athletic Socks for Men."""
What is the average rating of the product?,The product has an impressive average rating of 4.8.,Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: What is the average rating of the product? ### Response: The product has an impressive average rating of 4.8.
What is the country of origin for the socks?,The socks are proudly made in India.,Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: What is the country of origin for the socks? ### Response: The socks are proudly made in India.
Describe the packaging of the socks.,"The socks are packaged in packs of three pairs, providing great value for money.","Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: Describe the packaging of the socks. ### Response: The socks are packaged in packs of three pairs, providing great value for money."
What is the ideal customer for these socks?,These socks are designed for men who value both comfort and style in their everyday attire.,Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: What is the ideal customer for these socks? ### Response: These socks are designed for men who value both comfort and style in their everyday attire.
"Describe the ""Men Solid Calf Length (Pack of 3)"" socks by Fresh Feet.","The Men Solid Calf Length (Pack of 3) socks by Fresh Feet are designed to provide exceptional comfort and style for everyday use. These socks are crafted by combining the best of organically grown cotton with modern design and cutting-edge technology. The result is a pair of socks that offer superior comfort while being economically priced. The socks are meticulously designed and manufactured to meet the highest quality standards, making them suitable for European markets. Each pair of socks is knitted using premium materials, ensuring durability and the ability to withstand daily wear and tear, all while providing maximum comfort. The socks come in packs of three, offering excellent value for money to our valued customers. They feature a solid pattern and are designed to be calf length. The socks are made from a comfortable cotton blend fabric. They belong to the ""Clothing Accessories"" sub-category and are sold by the seller ""RAVR India."" These socks are made in India and are packaged in packs of three pairs. For more details, you can visit the product link. 88359656-8fd6-546e-85b7-652575352f07","Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: Describe the ""Men Solid Calf Length (Pack of 3)"" socks by Fresh Feet. ### Response: The Men Solid Calf Length (Pack of 3) socks by Fresh Feet are designed to provide exceptional comfort and style for everyday use. These socks are crafted by combining the best of organically grown cotton with modern design and cutting-edge technology. The result is a pair of socks that offer superior comfort while being economically priced. The socks are meticulously designed and manufactured to meet the highest quality standards, making them suitable for European markets. Each pair of socks is knitted using premium materials, ensuring durability and the ability to withstand daily wear and tear, all while providing maximum comfort. The socks come in packs of three, offering excellent value for money to our valued customers. They feature a solid pattern and are designed to be calf length. The socks are made from a comfortable cotton blend fabric. They belong to the ""Clothing Accessories"" sub-category and are sold by the seller ""RAVR India."" These socks are made in India and are packaged in packs of three pairs. For more details, you can visit the product link. 88359656-8fd6-546e-85b7-652575352f07"
What is the brand of the socks?,"The socks are from the brand ""Fresh Fe.""","Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: What is the brand of the socks? ### Response: The socks are from the brand ""Fresh Fe."""
How many pairs of socks are included in the pack?,The pack includes three pairs of socks.,Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: How many pairs of socks are included in the pack? ### Response: The pack includes three pairs of socks.
Describe the fabric used in the socks.,The socks are made from a comfortable cotton blend fabric.,Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: Describe the fabric used in the socks. ### Response: The socks are made from a comfortable cotton blend fabric.
Are these socks suitable for everyday usage?,"Yes, these socks are designed to provide superior comfort for everyday usage.","Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: Are these socks suitable for everyday usage? ### Response: Yes, these socks are designed to provide superior comfort for everyday usage."
What is the discount offered on this product?,This product is available at a discounted price of 40% off the actual price.,Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: What is the discount offered on this product? ### Response: This product is available at a discounted price of 40% off the actual price.
What is the selling price of the product?,The selling price of the product is ₹299.,Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: What is the selling price of the product? ### Response: The selling price of the product is ₹299.
What is the pattern of the socks?,The socks feature a solid pattern.,Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: What is the pattern of the socks? ### Response: The socks feature a solid pattern.
What is the sub-category of the product?,"The product falls under the ""Clothing Accessories"" sub-category.","Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: What is the sub-category of the product? ### Response: The product falls under the ""Clothing Accessories"" sub-category."
Provide the style code of the product.,"The style code of the product is ""FT109.""","Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: Provide the style code of the product. ### Response: The style code of the product is ""FT109."""
What is the average rating of the product?,The product has an average rating of 4.2.,Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: What is the average rating of the product? ### Response: The product has an average rating of 4.2.
What is the country of origin for the socks?,The socks are proudly made in India.,Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: What is the country of origin for the socks? ### Response: The socks are proudly made in India.
Describe the packaging of the socks.,"The socks are packaged in packs of three pairs, offering excellent value for money.","Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: Describe the packaging of the socks. ### Response: The socks are packaged in packs of three pairs, offering excellent value for money."
What is the ideal customer for these socks?,These socks are designed for men who prioritize both comfort and style in their daily wear.,Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: What is the ideal customer for these socks? ### Response: These socks are designed for men who prioritize both comfort and style in their daily wear.
"Describe the ""Men Striped Mid-Calf/Crew (Pack of 3)"" socks by Fresh Feet.","The Men Striped Mid-Calf/Crew (Pack of 3) socks by Fresh Feet are designed to provide exceptional comfort and style for everyday use. These socks are crafted by combining the best of organically grown cotton with modern design and cutting-edge technology. The result is a pair of socks that offer superior comfort while being economically priced. The socks are meticulously designed and manufactured to meet the highest quality standards suitable for the European markets. Each pair of socks is knitted using premium materials, including 80% cotton, 17% polyester, and 3% elastane, ensuring durability and the ability to withstand everyday wear and tear, all while providing maximum comfort. The socks feature a striped pattern and are designed to be mid-calf/crew length. They belong to the ""Clothing Accessories"" sub-category and are sold by the seller ""RAVR India."" These socks are made in India and are packaged in packs of three pairs. They are part of the ""Organic Cotton Socks"" series and have the style code ""FFT15."" The socks can be washed normally, and it's recommended not to use a brush. For more details, you can visit the product link. f96874b0-f99b-5a0d-bd2f-70ac9100b7d2","Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: Describe the ""Men Striped Mid-Calf/Crew (Pack of 3)"" socks by Fresh Feet. ### Response: The Men Striped Mid-Calf/Crew (Pack of 3) socks by Fresh Feet are designed to provide exceptional comfort and style for everyday use. These socks are crafted by combining the best of organically grown cotton with modern design and cutting-edge technology. The result is a pair of socks that offer superior comfort while being economically priced. The socks are meticulously designed and manufactured to meet the highest quality standards suitable for the European markets. Each pair of socks is knitted using premium materials, including 80% cotton, 17% polyester, and 3% elastane, ensuring durability and the ability to withstand everyday wear and tear, all while providing maximum comfort. The socks feature a striped pattern and are designed to be mid-calf/crew length. They belong to the ""Clothing Accessories"" sub-category and are sold by the seller ""RAVR India."" These socks are made in India and are packaged in packs of three pairs. They are part of the ""Organic Cotton Socks"" series and have the style code ""FFT15."" The socks can be washed normally, and it's recommended not to use a brush. For more details, you can visit the product link. f96874b0-f99b-5a0d-bd2f-70ac9100b7d2"
What is the brand of the socks?,"The socks are from the brand ""Fresh Fe.""","Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: What is the brand of the socks? ### Response: The socks are from the brand ""Fresh Fe."""
How many pairs of socks are included in the pack?,The pack includes three pairs of socks.,Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: How many pairs of socks are included in the pack? ### Response: The pack includes three pairs of socks.
Describe the fabric used in the socks.,"The socks are made from a comfortable blend of 80% cotton, 17% polyester, and 3% elastane.","Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: Describe the fabric used in the socks. ### Response: The socks are made from a comfortable blend of 80% cotton, 17% polyester, and 3% elastane."
Are these socks suitable for men?,"Yes, these socks are designed specifically for men.","Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: Are these socks suitable for men? ### Response: Yes, these socks are designed specifically for men."
What is the discount offered on this product?,This product is available at a discounted price of 40% off the actual price.,Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: What is the discount offered on this product? ### Response: This product is available at a discounted price of 40% off the actual price.
What is the selling price of the product?,The selling price of the product is ₹299.,Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: What is the selling price of the product? ### Response: The selling price of the product is ₹299.
What is the pattern of the socks?,The socks feature a striped pattern.,Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: What is the pattern of the socks? ### Response: The socks feature a striped pattern.
What is the sub-category of the product?,"The product falls under the ""Clothing Accessories"" sub-category.","Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: What is the sub-category of the product? ### Response: The product falls under the ""Clothing Accessories"" sub-category."
Provide the style code of the product.,"The style code of the product is ""FFT15.""","Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: Provide the style code of the product. ### Response: The style code of the product is ""FFT15."""
What is the average rating of the product?,The product has an average rating of 4.2.,Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: What is the average rating of the product? ### Response: The product has an average rating of 4.2.
What is the country of origin for the socks?,The socks are proudly made in India.,Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: What is the country of origin for the socks? ### Response: The socks are proudly made in India.
Describe the length of the socks.,The socks are designed to be mid-calf/crew length.,Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: Describe the length of the socks. ### Response: The socks are designed to be mid-calf/crew length.
What is the washing instruction for the socks?,"The socks can be washed normally, and it's recommended not to use a brush.","Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: What is the washing instruction for the socks? ### Response: The socks can be washed normally, and it's recommended not to use a brush."
What is the series that these socks belong to?,"These socks are part of the ""Organic Cotton Socks"" series.","Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: What is the series that these socks belong to? ### Response: These socks are part of the ""Organic Cotton Socks"" series."
Are these socks designed for everyday usage?,"Yes, these socks are designed for superior comfort and style for everyday use.","Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: Are these socks designed for everyday usage? ### Response: Yes, these socks are designed for superior comfort and style for everyday use."
"Describe the ""Men Solid Ankle Length (Pack of 3)"" socks by Fresh Feet.","The Men Solid Ankle Length (Pack of 3) socks by Fresh Feet are designed to provide exceptional comfort and style for everyday use. These socks are crafted by combining the best of organically grown cotton with modern design and cutting-edge technology. The result is a pair of socks that offer superior comfort while being economically priced. The socks are meticulously designed and manufactured to meet the highest quality standards suitable for the European markets. Each pair of socks is knitted using premium materials to ensure durability and withstand everyday wear and tear, all while providing maximum comfort. The socks are solid in pattern and are designed to be ankle length. They belong to the ""Clothing Accessories"" sub-category and are sold by the seller ""RAVR India."" These socks are made in India and are packaged in packs of three pairs. They are part of the ""Organic Combed Cotton Daily Socks"" series and have the style code ""Organic Combed Cotton Daily Socks."" The socks are designed for men and are made with high-quality fabric. For more details, you can visit the product link. 647663df-fc1e-5852-acf5-81b72370e86d","Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: Describe the ""Men Solid Ankle Length (Pack of 3)"" socks by Fresh Feet. ### Response: The Men Solid Ankle Length (Pack of 3) socks by Fresh Feet are designed to provide exceptional comfort and style for everyday use. These socks are crafted by combining the best of organically grown cotton with modern design and cutting-edge technology. The result is a pair of socks that offer superior comfort while being economically priced. The socks are meticulously designed and manufactured to meet the highest quality standards suitable for the European markets. Each pair of socks is knitted using premium materials to ensure durability and withstand everyday wear and tear, all while providing maximum comfort. The socks are solid in pattern and are designed to be ankle length. They belong to the ""Clothing Accessories"" sub-category and are sold by the seller ""RAVR India."" These socks are made in India and are packaged in packs of three pairs. They are part of the ""Organic Combed Cotton Daily Socks"" series and have the style code ""Organic Combed Cotton Daily Socks."" The socks are designed for men and are made with high-quality fabric. For more details, you can visit the product link. 647663df-fc1e-5852-acf5-81b72370e86d"
What is the brand of the socks?,"The socks are from the brand ""Fresh Fe.""","Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: What is the brand of the socks? ### Response: The socks are from the brand ""Fresh Fe."""
How many pairs of socks are included in the pack?,The pack includes three pairs of socks.,Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: How many pairs of socks are included in the pack? ### Response: The pack includes three pairs of socks.
Describe the fabric used in the socks.,The fabric used in the socks is organically grown cotton.,Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: Describe the fabric used in the socks. ### Response: The fabric used in the socks is organically grown cotton.
Are these socks suitable for men?,"Yes, these socks are designed specifically for men.","Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: Are these socks suitable for men? ### Response: Yes, these socks are designed specifically for men."
What is the discount offered on this product?,This product is available at a discounted price of 40% off the actual price.,Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: What is the discount offered on this product? ### Response: This product is available at a discounted price of 40% off the actual price.
What is the selling price of the product?,The selling price of the product is ₹299.,Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: What is the selling price of the product? ### Response: The selling price of the product is ₹299.
What is the pattern of the socks?,The socks feature a solid pattern.,Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: What is the pattern of the socks? ### Response: The socks feature a solid pattern.
What is the sub-category of the product?,"The product falls under the ""Clothing Accessories"" sub-category.","Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: What is the sub-category of the product? ### Response: The product falls under the ""Clothing Accessories"" sub-category."
Provide the style code of the product.,"The style code of the product is ""Organic Combed Cotton Daily Socks.""","Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: Provide the style code of the product. ### Response: The style code of the product is ""Organic Combed Cotton Daily Socks."""
What is the average rating of the product?,The product has an average rating of 4.2.,Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: What is the average rating of the product? ### Response: The product has an average rating of 4.2.
What is the country of origin for the socks?,The socks are proudly made in India.,Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: What is the country of origin for the socks? ### Response: The socks are proudly made in India.
Describe the length of the socks.,The socks are designed to be ankle length.,Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: Describe the length of the socks. ### Response: The socks are designed to be ankle length.
What is the washing instruction for the socks?,Washing instructions are not provided in the product details.,Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: What is the washing instruction for the socks? ### Response: Washing instructions are not provided in the product details.
What is the series that these socks belong to?,"These socks are part of the ""Organic Combed Cotton Daily Socks"" series.","Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: What is the series that these socks belong to? ### Response: These socks are part of the ""Organic Combed Cotton Daily Socks"" series."
